timestamp,scope,marketId,marketBorrowNative,loanDebtNative,loanAdjustedDebtNative,minInterestFloorNative,marketBorrowInUsd,loanDebtInUsd,loanAdjustedDebtInUsd,minInterestFloorInUsd,adjustedDifferenceInUsd,adjustedCoveragePercent,classification
2026-07-18T08:46:41.233Z,market,ERG,0,0,0,0,0,2238.294623803008,2238.294623803008,0,2238.294623803008,,overcoverage
2026-07-18T08:46:41.233Z,market,ETH,0,0,0,0,0,2862.640974006,2862.640974006,0,2862.640974006,,overcoverage
2026-07-18T08:46:41.233Z,market,IAG,0,0,0,0,0,4253.33477722967,4253.33477722967,0,4253.33477722967,,overcoverage
2026-07-18T08:46:41.233Z,market,IUSD,0,0,0,0,0,116461.43443178682,116461.43443178682,0,116461.43443178682,,overcoverage
2026-07-18T08:46:41.233Z,market,MIN,0,0,0,0,0,17270.594041624467,17270.594041624467,0,17270.594041624467,,overcoverage
2026-07-18T08:46:41.233Z,market,NIGHT,0,0,0,0,0,17633.197597280265,17633.197597280265,0,17633.197597280265,,overcoverage
2026-07-18T08:46:41.233Z,market,SHEN,0,0,0,0,0,2289.21448070128,2289.21448070128,0,2289.21448070128,,overcoverage
2026-07-18T08:46:41.233Z,market,SNEK,0,0,0,0,0,16348.22319351,16348.22319351,0,16348.22319351,,overcoverage
2026-07-18T08:46:41.233Z,market,USDA,0,0,0,0,0,627022.5004710002,627022.5004710002,0,627022.5004710002,,overcoverage
2026-07-18T08:46:41.233Z,market,USDC,0,0,0,0,0,428934.25924377,428934.25924377,0,428934.25924377,,overcoverage
2026-07-18T08:46:41.233Z,market,USDCx,0,0,0,0,0,746512.0372949999,746512.0372949999,0,746512.0372949999,,overcoverage
2026-07-18T08:46:41.233Z,market,USDCx-USDM-SUNDAE-LP-STABLESWAP,0,0,0,0,0,78050.7037577506,78050.7037577506,0,78050.7037577506,,overcoverage
2026-07-18T08:46:41.233Z,market,USDM,0,0,0,0,0,158345.97480999999,158345.97480999999,0,158345.97480999999,,overcoverage
2026-07-18T08:46:41.233Z,market,USDT,0,0,0,0,0,353456.45256837,353456.45256837,0,353456.45256837,,overcoverage
2026-07-18T08:46:41.233Z,market,WMT,0,0,0,0,0,0,0,0,0,,reconciled
2026-07-18T08:46:41.233Z,protocol,,0,0,0,0,0,4117288.298709434,4117288.298709434,0,4117288.298709434,,overcoverage
2026-07-18T14:14:57.487Z,market,Ada,0,0,0,0,0,585182.7577816318,585182.7577816318,0,585182.7577816318,,overcoverage
2026-07-18T14:14:57.487Z,market,BTC,0,0,0,0,0,31094.06884365,31094.06884365,0,31094.06884365,,overcoverage
2026-07-18T14:14:57.487Z,market,COPI,0,0,0,0,0,0.01715341432871773,0.01715341432871773,0,0.01715341432871773,,reconciled
2026-07-18T14:14:57.487Z,market,DAI,0,0,0,0,0,14.630142000000001,14.630142000000001,0,14.630142000000001,,overcoverage
2026-07-18T14:14:57.487Z,market,DJED,0,0,0,0,0,923208.0093154387,923208.0093154387,0,923208.0093154387,,overcoverage
